name,value,datum,datum_parsed,rok,mesic,den,denvroce,nazev,grp,date_aligned
DPFO zvláštní sazba,12150203614.37,30.11.2012,2012-11-30,2012,11,30,335,DPFO zvláštní sazba,2012 DPFO zvláštní sazba,2000-11-30
DPFO podávajících přiznání,1042308999.35,30.11.2012,2012-11-30,2012,11,30,335,DPFO podávajících přiznání,2012 DPFO podávajících přiznání,2000-11-30
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1272500478.81,30.11.2012,2012-11-30,2012,11,30,335,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2012 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-11-30
DPH,254010432758.33,12.12.2012,2012-12-12,2012,12,12,347,DPH,2012 DPH,2000-12-12
DPPO,108805719984.11,12.12.2012,2012-12-12,2012,12,12,347,DPPO,2012 DPPO,2000-12-12
DPFO závislá činnost,112742904138.17,12.12.2012,2012-12-12,2012,12,12,347,DPFO závislá činnost,2012 DPFO závislá činnost,2000-12-12
DPFO zvláštní sazba,12493654504.02,12.12.2012,2012-12-12,2012,12,12,347,DPFO zvláštní sazba,2012 DPFO zvláštní sazba,2000-12-12
DPFO podávajících přiznání,1984620855.65,12.12.2012,2012-12-12,2012,12,12,347,DPFO podávajících přiznání,2012 DPFO podávajících přiznání,2000-12-12
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1284160171.81,12.12.2012,2012-12-12,2012,12,12,347,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2012 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-12-12
DPH,278231401306.08,31.12.2012,2012-12-31,2012,12,31,366,DPH,2012 DPH,2000-12-31
DPPO,128002006664.41,31.12.2012,2012-12-31,2012,12,31,366,DPPO,2012 DPPO,2000-12-31
DPFO závislá činnost,119787164613.04,31.12.2012,2012-12-31,2012,12,31,366,DPFO závislá činnost,2012 DPFO závislá činnost,2000-12-31
DPFO zvláštní sazba,13239670641.79,31.12.2012,2012-12-31,2012,12,31,366,DPFO zvláštní sazba,2012 DPFO zvláštní sazba,2000-12-31
DPFO podávajících přiznání,3261488258.08,31.12.2012,2012-12-31,2012,12,31,366,DPFO podávajících přiznání,2012 DPFO podávajících přiznání,2000-12-31
ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,1286710463.81,31.12.2012,2012-12-31,2012,12,31,366,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2012 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-12-31
DPH,-6925254813.25,19.1.2011,2011-01-19,2011,1,19,19,DPH,2011 DPH,2000-01-19
DPPO,295143337.98,19.1.2011,2011-01-19,2011,1,19,19,DPPO,2011 DPPO,2000-01-19
DPFO závislá činnost,10521937469.37,19.1.2011,2011-01-19,2011,1,19,19,DPFO závislá činnost,2011 DPFO závislá činnost,2000-01-19
DPFO zvláštní sazba,343641462.56,19.1.2011,2011-01-19,2011,1,19,19,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-01-19
DPFO podávajících přiznání,99278525.35,19.1.2011,2011-01-19,2011,1,19,19,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-01-19
DPH,44775595922.51,1.2.2011,2011-02-01,2011,2,1,32,DPH,2011 DPH,2000-02-01
DPPO,883190340.23,1.2.2011,2011-02-01,2011,2,1,32,DPPO,2011 DPPO,2000-02-01
DPFO závislá činnost,12321629021.05,1.2.2011,2011-02-01,2011,2,1,32,DPFO závislá činnost,2011 DPFO závislá činnost,2000-02-01
DPFO zvláštní sazba,1063761173.71,1.2.2011,2011-02-01,2011,2,1,32,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-02-01
DPFO podávajících přiznání,191758635.62,1.2.2011,2011-02-01,2011,2,1,32,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-02-01
DPH,26765641312.56,15.2.2011,2011-02-15,2011,2,15,46,DPH,2011 DPH,2000-02-15
DPPO,1249072796.36,15.2.2011,2011-02-15,2011,2,15,46,DPPO,2011 DPPO,2000-02-15
DPFO závislá činnost,18370080309.78,15.2.2011,2011-02-15,2011,2,15,46,DPFO závislá činnost,2011 DPFO závislá činnost,2000-02-15
DPFO zvláštní sazba,1337724105.23,15.2.2011,2011-02-15,2011,2,15,46,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-02-15
DPFO podávajících přiznání,294705621.36,15.2.2011,2011-02-15,2011,2,15,46,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-02-15
DPH,38979721925.57,1.3.2011,2011-03-01,2011,3,1,60,DPH,2011 DPH,2000-03-01
DPPO,1747256977.29,1.3.2011,2011-03-01,2011,3,1,60,DPPO,2011 DPPO,2000-03-01
DPFO závislá činnost,21680171148.91,1.3.2011,2011-03-01,2011,3,1,60,DPFO závislá činnost,2011 DPFO závislá činnost,2000-03-01
DPFO zvláštní sazba,1696184644.09,1.3.2011,2011-03-01,2011,3,1,60,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-03-01
DPFO podávajících přiznání,517857827.86,1.3.2011,2011-03-01,2011,3,1,60,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-03-01
DPH,33162595531.61,15.3.2011,2011-03-15,2011,3,15,74,DPH,2011 DPH,2000-03-15
DPPO,24162430909.97,15.3.2011,2011-03-15,2011,3,15,74,DPPO,2011 DPPO,2000-03-15
DPFO závislá činnost,26324268305.76,15.3.2011,2011-03-15,2011,3,15,74,DPFO závislá činnost,2011 DPFO závislá činnost,2000-03-15
DPFO zvláštní sazba,2001638671.95,15.3.2011,2011-03-15,2011,3,15,74,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-03-15
DPFO podávajících přiznání,1910746578.37,15.3.2011,2011-03-15,2011,3,15,74,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-03-15
DPH,56618447251.86,31.3.2011,2011-03-31,2011,3,31,90,DPH,2011 DPH,2000-03-31
DPPO,28614625356.47,31.3.2011,2011-03-31,2011,3,31,90,DPPO,2011 DPPO,2000-03-31
DPFO závislá činnost,28877667202.43,31.3.2011,2011-03-31,2011,3,31,90,DPFO závislá činnost,2011 DPFO závislá činnost,2000-03-31
DPFO zvláštní sazba,2369799746.26,31.3.2011,2011-03-31,2011,3,31,90,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-03-31
DPFO podávajících přiznání,4824581893.29,31.3.2011,2011-03-31,2011,3,31,90,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-03-31
DPH,50234974508.62,15.4.2011,2011-04-15,2011,4,15,105,DPH,2011 DPH,2000-04-15
DPPO,29096849024.61,15.4.2011,2011-04-15,2011,4,15,105,DPPO,2011 DPPO,2000-04-15
DPFO závislá činnost,33074765951.95,15.4.2011,2011-04-15,2011,4,15,105,DPFO závislá činnost,2011 DPFO závislá činnost,2000-04-15
DPFO zvláštní sazba,2716677632.56,15.4.2011,2011-04-15,2011,4,15,105,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-04-15
DPFO podávajících přiznání,3136142757.22,15.4.2011,2011-04-15,2011,4,15,105,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-04-15
DPH,96125174273,29.4.2011,2011-04-29,2011,4,29,119,DPH,2011 DPH,2000-04-29
DPPO,28439224379.15,29.4.2011,2011-04-29,2011,4,29,119,DPPO,2011 DPPO,2000-04-29
DPFO závislá činnost,34920505753.15,29.4.2011,2011-04-29,2011,4,29,119,DPFO závislá činnost,2011 DPFO závislá činnost,2000-04-29
DPFO zvláštní sazba,3254570856.75,29.4.2011,2011-04-29,2011,4,29,119,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-04-29
DPFO podávajících přiznání,-4493319405.48,29.4.2011,2011-04-29,2011,4,29,119,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-04-29
DPH,79323257639.93,13.5.2011,2011-05-13,2011,5,13,133,DPH,2011 DPH,2000-05-13
DPPO,28615035244.28,13.5.2011,2011-05-13,2011,5,13,133,DPPO,2011 DPPO,2000-05-13
DPFO závislá činnost,40765001225.45,13.5.2011,2011-05-13,2011,5,13,133,DPFO závislá činnost,2011 DPFO závislá činnost,2000-05-13
DPFO zvláštní sazba,3602527961.54,13.5.2011,2011-05-13,2011,5,13,133,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-05-13
DPFO podávajících přiznání,-4684284605.39,13.5.2011,2011-05-13,2011,5,13,133,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-05-13
DPH,111681225826.03,31.5.2011,2011-05-31,2011,5,31,151,DPH,2011 DPH,2000-05-31
DPPO,29235358111.47,31.5.2011,2011-05-31,2011,5,31,151,DPPO,2011 DPPO,2000-05-31
DPFO závislá činnost,44453219142.54,31.5.2011,2011-05-31,2011,5,31,151,DPFO závislá činnost,2011 DPFO závislá činnost,2000-05-31
DPFO zvláštní sazba,4092769904.34,31.5.2011,2011-05-31,2011,5,31,151,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-05-31
DPFO podávajících přiznání,-4624909792.53,31.5.2011,2011-05-31,2011,5,31,151,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-05-31
DPH,105897500603.36,14.6.2011,2011-06-14,2011,6,14,165,DPH,2011 DPH,2000-06-14
DPPO,40456464298.2,14.6.2011,2011-06-14,2011,6,14,165,DPPO,2011 DPPO,2000-06-14
DPFO závislá činnost,50466568470.39,14.6.2011,2011-06-14,2011,6,14,165,DPFO závislá činnost,2011 DPFO závislá činnost,2000-06-14
DPFO zvláštní sazba,4452354035.87,14.6.2011,2011-06-14,2011,6,14,165,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-06-14
DPFO podávajících přiznání,-3241624833.88,14.6.2011,2011-06-14,2011,6,14,165,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-06-14
DPH,135628405503.35,30.6.2011,2011-06-30,2011,6,30,181,DPH,2011 DPH,2000-06-30
DPPO,69280638561.33,30.6.2011,2011-06-30,2011,6,30,181,DPPO,2011 DPPO,2000-06-30
DPFO závislá činnost,54774373502.44,30.6.2011,2011-06-30,2011,6,30,181,DPFO závislá činnost,2011 DPFO závislá činnost,2000-06-30
DPFO zvláštní sazba,5098809615.92,30.6.2011,2011-06-30,2011,6,30,181,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-06-30
DPFO podávajících přiznání,-1143800012.55,30.6.2011,2011-06-30,2011,6,30,181,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-06-30
DPH,129360966244.46,15.7.2011,2011-07-15,2011,7,15,196,DPH,2011 DPH,2000-07-15
DPPO,74911467829.83,15.7.2011,2011-07-15,2011,7,15,196,DPPO,2011 DPPO,2000-07-15
DPFO závislá činnost,61898459062.32,15.7.2011,2011-07-15,2011,7,15,196,DPFO závislá činnost,2011 DPFO závislá činnost,2000-07-15
DPFO zvláštní sazba,5509364897.21,15.7.2011,2011-07-15,2011,7,15,196,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-07-15
DPFO podávajících přiznání,-543005019.35,15.7.2011,2011-07-15,2011,7,15,196,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-07-15
DPH,175563981383.97,29.7.2011,2011-07-29,2011,7,29,210,DPH,2011 DPH,2000-07-29
DPPO,68805904551.05,29.7.2011,2011-07-29,2011,7,29,210,DPPO,2011 DPPO,2000-07-29
DPFO závislá činnost,65281014232.73,29.7.2011,2011-07-29,2011,7,29,210,DPFO závislá činnost,2011 DPFO závislá činnost,2000-07-29
DPFO zvláštní sazba,6193630718.55,29.7.2011,2011-07-29,2011,7,29,210,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-07-29
DPFO podávajících přiznání,-1053280469.6,29.7.2011,2011-07-29,2011,7,29,210,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-07-29
DPH,173571642553.99,15.8.2011,2011-08-15,2011,8,15,227,DPH,2011 DPH,2000-08-15
DPPO,67147459061.4,15.8.2011,2011-08-15,2011,8,15,227,DPPO,2011 DPPO,2000-08-15
DPFO závislá činnost,71756831752.78,15.8.2011,2011-08-15,2011,8,15,227,DPFO závislá činnost,2011 DPFO závislá činnost,2000-08-15
DPFO zvláštní sazba,6611935812.04,15.8.2011,2011-08-15,2011,8,15,227,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-08-15
DPFO podávajících přiznání,-1098458695.33,15.8.2011,2011-08-15,2011,8,15,227,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-08-15
DPH,179897891474.56,31.8.2011,2011-08-31,2011,8,31,243,DPH,2011 DPH,2000-08-31
DPPO,70264554306.66,31.8.2011,2011-08-31,2011,8,31,243,DPPO,2011 DPPO,2000-08-31
DPFO závislá činnost,75554965933.98,31.8.2011,2011-08-31,2011,8,31,243,DPFO závislá činnost,2011 DPFO závislá činnost,2000-08-31
DPFO zvláštní sazba,7403405473.72,31.8.2011,2011-08-31,2011,8,31,243,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-08-31
DPFO podávajících přiznání,-1011886095.62,31.8.2011,2011-08-31,2011,8,31,243,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-08-31
DPH,178278318951.28,15.9.2011,2011-09-15,2011,9,15,258,DPH,2011 DPH,2000-09-15
DPPO,90986477393.48,15.9.2011,2011-09-15,2011,9,15,258,DPPO,2011 DPPO,2000-09-15
DPFO závislá činnost,82250978576.57,15.9.2011,2011-09-15,2011,9,15,258,DPFO závislá činnost,2011 DPFO závislá činnost,2000-09-15
DPFO zvláštní sazba,7790463949.64,15.9.2011,2011-09-15,2011,9,15,258,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-09-15
DPFO podávajících přiznání,5756163.01,15.9.2011,2011-09-15,2011,9,15,258,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-09-15
DPH,201000122944.92,30.9.2011,2011-09-30,2011,9,30,273,DPH,2011 DPH,2000-09-30
DPPO,92863043355.32,30.9.2011,2011-09-30,2011,9,30,273,DPPO,2011 DPPO,2000-09-30
DPFO závislá činnost,85654722188.69,30.9.2011,2011-09-30,2011,9,30,273,DPFO závislá činnost,2011 DPFO závislá činnost,2000-09-30
DPFO zvláštní sazba,8304394520.04,30.9.2011,2011-09-30,2011,9,30,273,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-09-30
DPFO podávajících přiznání,292618159.26,30.9.2011,2011-09-30,2011,9,30,273,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-09-30
DPH,199246546341.15,14.10.2011,2011-10-14,2011,10,14,287,DPH,2011 DPH,2000-10-14
DPPO,93142056610.41,14.10.2011,2011-10-14,2011,10,14,287,DPPO,2011 DPPO,2000-10-14
DPFO závislá činnost,92006864468.28,14.10.2011,2011-10-14,2011,10,14,287,DPFO závislá činnost,2011 DPFO závislá činnost,2000-10-14
DPFO zvláštní sazba,8637146409.98,14.10.2011,2011-10-14,2011,10,14,287,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-10-14
DPFO podávajících přiznání,386518126.51,14.10.2011,2011-10-14,2011,10,14,287,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-10-14
DPH,242954130235.62,31.10.2011,2011-10-31,2011,10,31,304,DPH,2011 DPH,2000-10-31
DPPO,93769616282.11,31.10.2011,2011-10-31,2011,10,31,304,DPPO,2011 DPPO,2000-10-31
DPFO závislá činnost,95851288529.33,31.10.2011,2011-10-31,2011,10,31,304,DPFO závislá činnost,2011 DPFO závislá činnost,2000-10-31
DPFO zvláštní sazba,9318699621.49,31.10.2011,2011-10-31,2011,10,31,304,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-10-31
DPFO podávajících přiznání,509059257.79,31.10.2011,2011-10-31,2011,10,31,304,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-10-31
DPH,242409087894.72,15.11.2011,2011-11-15,2011,11,15,319,DPH,2011 DPH,2000-11-15
DPPO,94206918911.09,15.11.2011,2011-11-15,2011,11,15,319,DPPO,2011 DPPO,2000-11-15
DPFO závislá činnost,102705361081.94,15.11.2011,2011-11-15,2011,11,15,319,DPFO závislá činnost,2011 DPFO závislá činnost,2000-11-15
DPFO zvláštní sazba,9687952757.91,15.11.2011,2011-11-15,2011,11,15,319,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-11-15
DPFO podávajících přiznání,586365235.97,15.11.2011,2011-11-15,2011,11,15,319,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-11-15
DPH,252383468004.1,30.11.2011,2011-11-30,2011,11,30,334,DPH,2011 DPH,2000-11-30
DPPO,94841017445.18,30.11.2011,2011-11-30,2011,11,30,334,DPPO,2011 DPPO,2000-11-30
DPFO závislá činnost,106305929544.07,30.11.2011,2011-11-30,2011,11,30,334,DPFO závislá činnost,2011 DPFO závislá činnost,2000-11-30
DPFO zvláštní sazba,10105734451.37,30.11.2011,2011-11-30,2011,11,30,334,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-11-30
DPFO podávajících přiznání,700042153.87,30.11.2011,2011-11-30,2011,11,30,334,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-11-30
DPH,250793912409.99,12.12.2011,2011-12-12,2011,12,12,346,DPH,2011 DPH,2000-12-12
DPPO,98086679921.89,12.12.2011,2011-12-12,2011,12,12,346,DPPO,2011 DPPO,2000-12-12
DPFO závislá činnost,112028386702.03,12.12.2011,2011-12-12,2011,12,12,346,DPFO závislá činnost,2011 DPFO závislá činnost,2000-12-12
DPFO zvláštní sazba,10415081205.53,12.12.2011,2011-12-12,2011,12,12,346,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-12-12
DPFO podávajících přiznání,1438721158.24,12.12.2011,2011-12-12,2011,12,12,346,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-12-12
DPH,275393808026.05,30.12.2011,2011-12-30,2011,12,30,364,DPH,2011 DPH,2000-12-30
DPPO,118105925012.03,30.12.2011,2011-12-30,2011,12,30,364,DPPO,2011 DPPO,2000-12-30
DPFO závislá činnost,119373178845.85,30.12.2011,2011-12-30,2011,12,30,364,DPFO závislá činnost,2011 DPFO závislá činnost,2000-12-30
DPFO zvláštní sazba,11054480574.37,30.12.2011,2011-12-30,2011,12,30,364,DPFO zvláštní sazba,2011 DPFO zvláštní sazba,2000-12-30
DPFO podávajících přiznání,2938769900.92,30.12.2011,2011-12-30,2011,12,30,364,DPFO podávajících přiznání,2011 DPFO podávajících přiznání,2000-12-30
DPH,-4186411483.15,18.1.2010,2010-01-18,2010,1,18,18,DPH,2010 DPH,2000-01-18
DPPO,603044637.38,18.1.2010,2010-01-18,2010,1,18,18,DPPO,2010 DPPO,2000-01-18
DPFO závislá činnost,9459762288.63,18.1.2010,2010-01-18,2010,1,18,18,DPFO závislá činnost,2010 DPFO závislá činnost,2000-01-18
DPFO zvláštní sazba,263695090.07,18.1.2010,2010-01-18,2010,1,18,18,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-01-18
DPFO podávajících přiznání,74420070.24,18.1.2010,2010-01-18,2010,1,18,18,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-01-18
DPH,41278348515.23,1.2.2010,2010-02-01,2010,2,1,32,DPH,2010 DPH,2000-02-01
DPPO,1013413145.27,1.2.2010,2010-02-01,2010,2,1,32,DPPO,2010 DPPO,2000-02-01
DPFO závislá činnost,12419986699.28,1.2.2010,2010-02-01,2010,2,1,32,DPFO závislá činnost,2010 DPFO závislá činnost,2000-02-01
DPFO zvláštní sazba,994256366.01,1.2.2010,2010-02-01,2010,2,1,32,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-02-01
DPFO podávajících přiznání,173779126.85,1.2.2010,2010-02-01,2010,2,1,32,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-02-01
DPH,31959639597.76,15.2.2010,2010-02-15,2010,2,15,46,DPH,2010 DPH,2000-02-15
DPPO,1452038050.17,15.2.2010,2010-02-15,2010,2,15,46,DPPO,2010 DPPO,2000-02-15
DPFO závislá činnost,18191275309.54,15.2.2010,2010-02-15,2010,2,15,46,DPFO závislá činnost,2010 DPFO závislá činnost,2000-02-15
DPFO zvláštní sazba,1178767531.04,15.2.2010,2010-02-15,2010,2,15,46,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-02-15
DPFO podávajících přiznání,283940637.69,15.2.2010,2010-02-15,2010,2,15,46,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-02-15
DPH,43137144527.32,1.3.2010,2010-03-01,2010,3,1,60,DPH,2010 DPH,2000-03-01
DPPO,2052739741.2,1.3.2010,2010-03-01,2010,3,1,60,DPPO,2010 DPPO,2000-03-01
DPFO závislá činnost,21156246450.19,1.3.2010,2010-03-01,2010,3,1,60,DPFO závislá činnost,2010 DPFO závislá činnost,2000-03-01
DPFO zvláštní sazba,1569562294.12,1.3.2010,2010-03-01,2010,3,1,60,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-03-01
DPFO podávajících přiznání,532356549.86,1.3.2010,2010-03-01,2010,3,1,60,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-03-01
DPH,39410410645.68,15.3.2010,2010-03-15,2010,3,15,74,DPH,2010 DPH,2000-03-15
DPPO,25717449883.73,15.3.2010,2010-03-15,2010,3,15,74,DPPO,2010 DPPO,2000-03-15
DPFO závislá činnost,25487949472,15.3.2010,2010-03-15,2010,3,15,74,DPFO závislá činnost,2010 DPFO závislá činnost,2000-03-15
DPFO zvláštní sazba,1772960085.03,15.3.2010,2010-03-15,2010,3,15,74,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-03-15
DPFO podávajících přiznání,2116620402.12,15.3.2010,2010-03-15,2010,3,15,74,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-03-15
DPH,60671201626.33,1.4.2010,2010-04-01,2010,4,1,91,DPH,2010 DPH,2000-04-01
DPPO,31557713078.01,1.4.2010,2010-04-01,2010,4,1,91,DPPO,2010 DPPO,2000-04-01
DPFO závislá činnost,27840843475.88,1.4.2010,2010-04-01,2010,4,1,91,DPFO závislá činnost,2010 DPFO závislá činnost,2000-04-01
DPFO zvláštní sazba,2178368214.04,1.4.2010,2010-04-01,2010,4,1,91,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-04-01
DPFO podávajících přiznání,1097784907.17,1.4.2010,2010-04-01,2010,4,1,91,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-04-01
DPH,55710135867.37,"15.4.2010
                    inkaso k 23.4.2010*",NA,NA,NA,NA,NA,DPH,NA DPH,NA
DPPO,31491836343.81,"15.4.2010
                    inkaso k 23.4.2010*",NA,NA,NA,NA,NA,DPPO,NA DPPO,NA
DPFO závislá činnost,31697241497.05,"15.4.2010
                    inkaso k 23.4.2010*",NA,NA,NA,NA,NA,DPFO závislá činnost,NA DPFO závislá činnost,NA
DPFO zvláštní sazba,2425766595.54,"15.4.2010
                    inkaso k 23.4.2010*",NA,NA,NA,NA,NA,DPFO zvláštní sazba,NA DPFO zvláštní sazba,NA
DPFO podávajících přiznání,78949412.22,"15.4.2010
                    inkaso k 23.4.2010*",NA,NA,NA,NA,NA,DPFO podávajících přiznání,NA DPFO podávajících přiznání,NA
DPH,98356552924.78,3.5.2010,2010-05-03,2010,5,3,123,DPH,2010 DPH,2000-05-03
DPPO,30381769591.37,3.5.2010,2010-05-03,2010,5,3,123,DPPO,2010 DPPO,2000-05-03
DPFO závislá činnost,33318035771.64,3.5.2010,2010-05-03,2010,5,3,123,DPFO závislá činnost,2010 DPFO závislá činnost,2000-05-03
DPFO zvláštní sazba,3022353728.5,3.5.2010,2010-05-03,2010,5,3,123,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-05-03
DPFO podávajících přiznání,-2112449459.9,3.5.2010,2010-05-03,2010,5,3,123,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-05-03
DPH,87571981289.68,14.5.2010,2010-05-14,2010,5,14,134,DPH,2010 DPH,2000-05-14
DPPO,30714358736.99,14.5.2010,2010-05-14,2010,5,14,134,DPPO,2010 DPPO,2000-05-14
DPFO závislá činnost,38888835939.02,14.5.2010,2010-05-14,2010,5,14,134,DPFO závislá činnost,2010 DPFO závislá činnost,2000-05-14
DPFO zvláštní sazba,3270418837.38,14.5.2010,2010-05-14,2010,5,14,134,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-05-14
DPFO podávajících přiznání,-2116184681.21,14.5.2010,2010-05-14,2010,5,14,134,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-05-14
DPH,106195816525.68,1.6.2010,2010-06-01,2010,6,1,152,DPH,2010 DPH,2000-06-01
DPPO,31575175741.07,1.6.2010,2010-06-01,2010,6,1,152,DPPO,2010 DPPO,2000-06-01
DPFO závislá činnost,41928820706.5,1.6.2010,2010-06-01,2010,6,1,152,DPFO závislá činnost,2010 DPFO závislá činnost,2000-06-01
DPFO zvláštní sazba,3780125381.58,1.6.2010,2010-06-01,2010,6,1,152,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-06-01
DPFO podávajících přiznání,-1980712909.82,1.6.2010,2010-06-01,2010,6,1,152,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-06-01
DPH,100886152927.3,15.6.2010,2010-06-15,2010,6,15,166,DPH,2010 DPH,2000-06-15
DPPO,54920975158.06,15.6.2010,2010-06-15,2010,6,15,166,DPPO,2010 DPPO,2000-06-15
DPFO závislá činnost,48279126038.19,15.6.2010,2010-06-15,2010,6,15,166,DPFO závislá činnost,2010 DPFO závislá činnost,2000-06-15
DPFO zvláštní sazba,4030649975.13,15.6.2010,2010-06-15,2010,6,15,166,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-06-15
DPFO podávajících přiznání,-107623144.7,15.6.2010,2010-06-15,2010,6,15,166,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-06-15
DPH,127104239444.87,1.7.2010,2010-07-01,2010,7,1,182,DPH,2010 DPH,2000-07-01
DPPO,80829925090.27,1.7.2010,2010-07-01,2010,7,1,182,DPPO,2010 DPPO,2000-07-01
DPFO závislá činnost,51423271244.47,1.7.2010,2010-07-01,2010,7,1,182,DPFO závislá činnost,2010 DPFO závislá činnost,2000-07-01
DPFO zvláštní sazba,4682134921.54,1.7.2010,2010-07-01,2010,7,1,182,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-07-01
DPFO podávajících přiznání,3538876636.56,1.7.2010,2010-07-01,2010,7,1,182,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-07-01
DPH,122720032514,15.7.2010,2010-07-15,2010,7,15,196,DPH,2010 DPH,2000-07-15
DPPO,79594304614.57,15.7.2010,2010-07-15,2010,7,15,196,DPPO,2010 DPPO,2000-07-15
DPFO závislá činnost,58053560325.69,15.7.2010,2010-07-15,2010,7,15,196,DPFO závislá činnost,2010 DPFO závislá činnost,2000-07-15
DPFO zvláštní sazba,4959880127.26,15.7.2010,2010-07-15,2010,7,15,196,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-07-15
DPFO podávajících přiznání,3647222658.06,15.7.2010,2010-07-15,2010,7,15,196,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-07-15
DPH,169234839989.59,2.8.2010,2010-08-02,2010,8,2,214,DPH,2010 DPH,2000-08-02
